the extracted feature,class
"[-2.7672760e+02  5.8609646e+01 -7.5664997e+00  4.8286026e+01
 -8.2661257e+00 -1.1182566e+00  1.3702778e+00 -7.0451178e-02
 -4.6979089e+00  7.4808946e+00 -3.7630644e+00 -6.7582746e+00
 -1.1074591e+01  5.2882819e+00 -5.6880493e+00 -6.3415284e+00
 -2.0656989e+00 -1.6786568e+00 -6.5185857e+00  1.6832516e+00
 -1.0127991e+01 -1.3334447e+00  1.7263713e+00  4.1720309e+00
  9.0259943e+00  1.9348516e+01  5.1504359e+00  1.6763084e+01
  5.0726604e+00  4.2960291e+00  9.8820953e+00  3.6628587e+00
  6.2673593e+00  2.8110642e+00 -3.4127741e+00  5.6112413e+00
 -5.2552670e-01  4.9113841e+00 -3.4015453e+00 -2.0803804e+00]",yaman
"[-281.0527       52.71684      -6.5815763    52.64219      -7.775631
   -3.0428386    -2.1376035     3.0017152    -2.2330658     5.1368666
   -1.0524617    -6.4926496   -11.975244      4.472053     -9.556212
   -1.9984343     0.84690183    6.9154177     3.5810485     7.8909235
   -4.0702434     0.49904367   -0.67609507    2.445667      5.1540136
   11.223952     -2.8926685     5.8382516     4.895427      3.003669
    8.539935      3.9119623     2.5600095     4.877743      0.8303385
    8.391437      3.185946      6.4192495    -1.6224983     0.8948946 ]",yaman
"[-272.44162     181.13135     -41.55416     -23.463942     11.504323
    1.607035    -15.69956      -1.6469778    -3.5223036     4.7107925
    0.5025286    -2.1727433     3.481579     -0.89835787    3.5493057
    3.5148668    -6.325424      1.7832807   -10.471013     -7.706731
   -0.8857419    -1.2356284    -4.1828322     4.149133      8.416761
   -4.4498234    -2.5345585    -3.4448338    -5.4528227    -1.1878048
    1.8871557     3.9413877     5.4600577     3.6082964    -0.93382823
   -1.1025355    -2.4988337    -0.86611265    7.588121      6.521177  ]",yaman
"[-2.48400299e+02  1.69099258e+02 -4.49655609e+01 -1.83169155e+01
  4.38970661e+00  5.28969467e-02 -3.00134430e+01 -5.48140669e+00
 -5.75025940e+00  7.91730165e+00  4.11679000e-01 -2.40269947e+00
  5.89271069e+00  8.60061550e+00  5.18261242e+00  3.60256672e+00
 -3.84113932e+00  6.33032441e-01 -3.61254454e+00 -4.85493517e+00
 -7.81548917e-01 -3.15424109e+00 -5.46314240e-01  5.06994390e+00
  1.04465475e+01 -8.11924458e-01 -2.44460511e+00  5.67987144e-01
 -2.43802738e+00  2.06297445e+00  4.34785175e+00  7.34886742e+00
  3.11476302e+00 -2.25480175e+00 -1.72468674e+00  6.52689338e-01
 -6.24641514e+00 -4.05574131e+00  3.01445007e+00  4.84900141e+00]",yaman
"[-3.0076825e+02  1.8588570e+02 -4.3854458e+01 -1.7572155e+01
  7.3205690e+00  4.4269905e+00 -1.0150058e+01 -4.6089296e+00
 -1.6317151e+00  7.2101398e+00 -5.5288320e+00 -2.7444208e-01
  3.3438361e+00  7.7526021e-01  3.4728007e+00  3.5996876e+00
 -7.5706954e+00  3.2507439e+00 -9.2488804e+00 -2.9401648e+00
 -2.8533173e+00  9.8990637e-01 -3.3907588e+00  1.6103122e+00
  4.8303518e+00 -7.1557155e+00 -6.7634363e+00 -6.4978747e+00
 -6.8007941e+00  1.7950516e+00  4.7499967e-01  4.8517213e+00
  7.1988168e+00  6.4321775e+00 -1.4794531e+00  3.1543245e+00
 -2.4401422e+00  1.6451634e+00  1.1344058e+01  5.3267846e+00]",yaman
"[-2.85648193e+02  6.37256660e+01 -4.44419336e+00  4.64358673e+01
 -1.02497835e+01  5.07308722e-01  1.42686045e+00  4.09321994e-01
 -4.60144234e+00  6.43011427e+00 -3.86855030e+00 -7.87476683e+00
 -9.99989128e+00  4.86505127e+00 -7.30363894e+00 -2.18607259e+00
 -4.04857874e+00 -2.99957108e+00 -5.70488214e+00 -1.16857982e+00
 -8.39198399e+00 -4.31231022e-01  2.93814492e+00  7.11388397e+00
  1.00400686e+01  1.72885838e+01  4.28468943e+00  1.42385168e+01
  4.92889214e+00  4.28506613e+00  8.91277981e+00  4.49354029e+00
  3.75718617e+00  2.30985522e+00 -3.48747993e+00  4.24779129e+00
 -1.79803729e-01  2.86907005e+00 -4.68703508e+00 -1.83887529e+00]",yaman
"[-271.18787      56.616875     -7.496923     45.878212    -10.289112
    0.43048987   -1.4945511    -0.46296      -2.3541424     6.593334
   -2.8934538    -6.551648    -10.064157      6.027983     -9.900374
   -2.6280835    -1.4019129     4.1031365     2.0884497     7.114943
   -3.8905847     1.8044263    -0.6494961     3.7174535    10.007429
   15.670962      2.8791928    10.552287      0.73106366    2.003504
    8.011159     -0.4496052     1.1771181     0.6754527    -3.219147
    5.7713156     0.44892794    5.6627693    -1.8826312    -1.3787278 ]",yaman
"[-2.6922690e+02  1.7657025e+02 -4.2782429e+01 -2.6623119e+01
  5.2302299e+00  2.1400924e+00 -1.0458298e+01 -3.7008796e+00
 -5.1945174e-01  6.1209874e+00  2.0029092e+00 -2.3315616e+00
  1.3974905e-01 -1.1286646e+00  5.1815815e+00  2.1216843e+00
 -4.5843887e+00  7.3922509e-01 -8.0951204e+00 -7.4539518e+00
 -2.1414490e+00 -1.9915359e+00 -3.9987099e+00  3.9135895e+00
  9.3647289e+00 -2.6983161e+00 -9.8383373e-01 -2.6029832e+00
 -7.5238223e+00 -2.5434611e+00  1.6999010e+00  4.7623420e+00
  6.5191369e+00  3.7297301e+00 -2.1578205e+00 -8.2675350e-01
 -2.7539759e+00 -9.8879015e-01  5.9639430e+00  3.4413881e+00]",yaman
"[-2.4243246e+02  1.6445966e+02 -4.3359249e+01 -1.9668978e+01
  1.4170501e+00  1.0818039e+00 -3.0873735e+01 -4.7955933e+00
 -7.2719646e+00  1.0410867e+01  7.5343579e-02 -3.9035106e+00
  4.1017160e+00  8.0350351e+00  7.2534900e+00  4.6616011e+00
 -2.8640919e+00  3.6857371e+00 -8.2076424e-01 -4.7174020e+00
  5.7590449e-01 -2.5893388e+00  7.0632958e-01  7.0229683e+00
  1.4707337e+01  3.4251213e+00 -4.9869710e-01  1.3723372e+00
 -2.3144450e+00  3.3383427e+00  5.1765323e+00  7.8312473e+00
  2.0166152e+00 -3.4837978e+00 -3.1515930e+00  1.2555714e+00
 -4.8400149e+00 -5.3643875e+00  1.3068831e+00  1.6152047e+00]",yaman
"[-2.6863788e+02  5.2295452e+01 -9.8797359e+00  5.3991894e+01
 -9.2141228e+00 -4.2408490e+00 -2.2316751e+00  2.1138732e+00
 -1.1424965e+00  4.7716107e+00 -2.6101477e+00 -5.9678059e+00
 -1.3320343e+01  6.0405273e+00 -9.1891222e+00 -3.7126000e+00
  1.0720233e+00  6.1659622e+00  1.8795633e+00  9.8111076e+00
 -4.8271360e+00  1.4212136e+00  3.1155607e-01  1.9444473e+00
  7.3464284e+00  1.2840390e+01 -3.2370279e+00  5.4651289e+00
  3.0921485e+00  2.8067806e+00  1.0175523e+01  3.0152545e+00
  1.6741139e+00  3.6342683e+00 -1.9727653e-01  8.2386703e+00
  1.6112251e+00  6.9528904e+00 -7.3350661e-02  2.2331297e+00]",yaman
"[-263.49072     179.45744     -53.526142    -16.80645       7.148321
   -2.005095    -11.837929     -5.0386763    -3.1307688     8.149648
   -3.9375684    -1.584682      5.1095457     0.26782167    2.2791982
    0.51052517   -6.896371      3.1342843   -11.006722     -5.6665215
   -2.8830204    -3.2887826    -5.3213797     2.355382      3.9564886
   -7.8615127    -5.6039376    -4.423886     -3.4970255     0.5828198
    2.1496775     7.4204273     9.8727865     6.375212      1.3583298
    1.4911807    -2.8074043    -0.96210504    7.123022      5.957532  ]",yaman
"[-2.9934894e+02  1.8477583e+02 -3.7362099e+01 -2.0441862e+01
  9.2410955e+00  1.0524719e+00 -1.0702158e+01 -3.5520859e+00
 -5.4102321e+00  5.5199933e+00 -2.3456986e+00 -1.0044509e+00
  2.9843128e+00 -1.2263935e-01  6.6688499e+00  1.1969640e+00
 -6.9813647e+00 -2.5818300e-01 -8.7597876e+00 -5.7925100e+00
 -2.2791219e+00  9.5298833e-01 -3.3330219e+00  3.1997919e-01
  5.5756984e+00 -6.9629779e+00 -4.3958812e+00 -8.5914545e+00
 -7.0366087e+00 -6.6742343e-01  2.3286388e+00  8.8051710e+00
  9.2061806e+00  7.7159629e+00  3.7064853e+00  4.7384233e+00
 -1.7443179e+00 -2.6998267e+00  5.2437115e+00  1.7519795e+00]",yaman
"[-3.0120401e+02  1.8847597e+02 -3.5898777e+01 -1.7483908e+01
  6.2821021e+00  1.7095301e+00 -9.9458971e+00 -2.8815765e+00
 -3.7180912e+00  7.3487101e+00 -3.1994529e-02 -2.9181976e+00
  3.0888577e+00  9.2384923e-01  4.8471537e+00 -1.2629396e-01
 -7.9091158e+00 -1.0209638e+00 -1.0973512e+01 -5.5674810e+00
 -3.5909760e+00  3.2372513e-01 -2.8912351e+00  1.1279782e+00
  4.6290727e+00 -7.8277941e+00 -3.2293255e+00 -8.3366146e+00
 -1.0210963e+01 -1.6586611e+00  3.9235499e+00  8.8802156e+00
  8.4692364e+00  6.1045127e+00  3.0498822e+00  4.0369053e+00
 -3.4628332e+00 -2.8431883e+00  5.2889638e+00  4.1371641e+00]",yaman
"[-2.90263367e+02  1.75008667e+02 -4.54114761e+01 -2.82540340e+01
  1.71809173e+00  4.38041115e+00 -6.26946211e+00 -3.58957124e+00
 -7.48888627e-02  1.02500305e+01  2.12116623e+00  2.53330708e+00
  5.83825016e+00  1.38955295e+00  2.62179470e+00  7.77724266e-01
 -7.18762970e+00  2.69511199e+00 -9.35905457e+00 -6.49879169e+00
 -1.48248684e+00 -1.02328062e-01 -4.29646397e+00 -4.14131105e-01
  3.37972355e+00 -5.13460112e+00 -3.87514162e+00 -5.56801271e+00
 -5.63662529e+00 -1.14637160e+00  2.14960694e+00  6.74205542e+00
  1.12707224e+01  6.42937279e+00 -1.25194764e+00 -1.29480553e+00
 -3.42208862e+00  1.38700828e-01  8.87173653e+00  5.35327673e+00]",yaman
"[-2.7190060e+02  5.2386749e+01 -7.5801988e+00  4.6430023e+01
 -1.0631860e+01 -5.3101307e-01 -3.0346119e+00  1.7307770e+00
 -5.1262889e+00  8.5531340e+00 -2.9819536e+00 -9.0568199e+00
 -9.2993631e+00  5.0141120e+00 -9.9101009e+00 -1.3730341e+00
 -1.9283739e+00  4.4223709e+00  3.4321430e+00  5.9772887e+00
 -1.8979099e+00  2.1089169e-01 -9.7218990e-01  5.0817547e+00
  8.9739876e+00  1.7596170e+01  3.3269372e+00  8.5282822e+00
  2.9388952e+00  1.2275881e+00  7.6875238e+00  2.1531897e+00
  2.5731006e-01  1.9825190e+00 -2.6031311e+00  4.4824290e+00
  1.0594296e+00  5.9665699e+00 -1.5471585e+00 -1.6061393e+00]",yaman
"[-2.5936713e+02  1.7270581e+02 -4.9188679e+01 -1.0284071e+01
  1.5285043e+01  3.0929652e-01 -2.8852850e+01 -6.6074381e+00
 -1.6696041e+00  6.4685898e+00  2.5146863e+00  2.7994445e-01
  8.4547577e+00  1.2201011e+01  3.6239889e+00  4.5466166e+00
 -3.2793586e+00  9.7508949e-01 -4.3226972e+00 -5.5596104e+00
 -4.3851733e+00 -2.8836491e+00 -4.8996735e+00 -1.6600050e+00
  3.4582405e+00 -7.8504605e+00 -3.7520161e+00  8.7256151e-01
  3.7821475e-02  2.1237488e+00  7.5777926e+00  1.0883978e+01
  8.3625059e+00  3.6364522e+00  7.1242499e-01  3.4060102e+00
 -3.5135357e+00 -2.0709532e-01  5.6162410e+00  7.5963264e+00]",yaman
"[-2.5410756e+02  1.8224226e+02 -5.1636665e+01 -1.2449232e+01
  7.3347659e+00  9.0098375e-01 -2.7667898e+01 -4.3841686e+00
 -1.5820729e+00  5.8433995e+00  2.9433396e+00 -1.2374119e+00
  5.8919053e+00  8.9554625e+00  3.0430214e+00  5.5174541e+00
 -2.2857990e+00  5.9647378e-02 -6.3027253e+00 -6.6946564e+00
 -5.2608757e+00 -3.1635656e+00 -3.9523897e+00 -1.5806061e+00
  3.6387441e+00 -6.6295462e+00 -4.3757224e+00 -3.3191904e-01
 -1.3060620e+00  1.1473624e+00  6.0541844e+00  1.1083617e+01
  7.4540424e+00  2.9325669e+00  9.1046429e-01  4.0046749e+00
 -3.3880451e+00  1.2635528e-01  6.2839379e+00  5.4621520e+00]",yaman
"[-213.31961     166.32262     -61.95165     -32.279423      2.3748088
   -1.0829059   -23.348915     -5.517386     -8.221202      6.44769
    0.5873003    -1.9203169     1.119535      3.9847538     6.510945
    0.37816003   -2.7787254     2.367467      1.2333478     3.4661534
    5.56075       1.5389568     1.4254616     4.543507      9.135808
    0.8335236    -1.4090782     0.7754773    -2.203731      0.87778705
    2.42627       4.678004     -0.4170702    -1.9295689    -2.9581354
   -0.9199873    -5.3150196    -3.534486     -0.4012765    -0.2706688 ]",yaman
"[-2.5398917e+02  1.8015082e+02 -4.9213413e+01 -1.3820772e+01
  8.8090754e+00 -2.0782807e+00 -2.7425327e+01 -4.2893658e+00
 -3.5265992e+00  3.8982775e+00  1.7739656e+00  1.0071158e+00
  5.2716260e+00  8.6620998e+00  2.0894051e+00  6.3545408e+00
 -2.9712305e+00  4.9865711e-01 -6.1969075e+00 -3.9066997e+00
 -5.3237257e+00 -1.4198096e+00 -3.7285187e+00 -2.3538859e+00
  3.5829399e+00 -6.3255739e+00 -3.1365414e+00 -9.8330572e-02
 -2.5728452e+00  3.8462365e-01  4.8619366e+00  1.0108610e+01
  5.0918694e+00  3.1384206e-01 -1.4597502e-01  2.6598806e+00
 -4.2497296e+00  1.7384726e+00  6.6939011e+00  8.1412029e+00]",yaman
"[-2.3701733e+02  1.8470309e+02 -5.2903259e+01 -2.6432518e+01
 -4.8215932e-01  4.9762912e-02 -2.4397747e+01 -2.6476510e+00
 -1.7020113e+00  5.6581521e+00  6.1362896e+00 -1.8776646e+00
  2.7593033e+00  3.7268395e+00  2.0609429e+00  7.7331820e+00
  2.2379163e-01  9.3927610e-01 -8.7099962e+00 -5.7720771e+00
 -4.5914168e+00 -2.9487138e+00 -4.3935843e+00 -2.9996855e+00
  4.0224586e+00 -4.8905220e+00 -2.8421459e+00  1.9025618e+00
  2.7979934e-01 -1.4002426e-01  5.1957545e+00  9.4856005e+00
  5.7821031e+00  7.4747938e-01  3.0815885e+00  3.4591804e+00
 -2.8535719e+00  7.7197902e-02  5.0788012e+00  5.5288315e+00]",yaman
"[-2.3117924e+02  1.8815407e+02 -6.5643158e+01 -3.0741249e+01
  4.4776382e+00  7.1641111e-01 -2.2234253e+01 -6.8518910e+00
 -6.4550714e+00  7.1614876e+00  2.0251937e+00 -1.9797831e+00
  2.3222473e+00  2.5393651e+00  5.3196821e+00  2.5467305e+00
 -2.7419565e+00 -1.7880078e-02 -3.9601071e+00 -4.1599646e+00
 -6.7923999e-01 -2.7551084e+00 -1.8564782e+00  4.8347449e+00
  7.5091591e+00 -3.5953799e-01 -8.4417212e-01  1.1664070e+00
 -2.1227963e+00 -7.5507170e-01  3.3856487e+00  8.1112671e+00
  4.9802313e+00  1.8087687e+00 -1.2124481e+00  4.1352078e-02
 -5.0684671e+00 -5.1219730e+00  8.7497425e-01  4.6776077e-01]",yaman
"[-2.6252493e+02  1.9329263e+02 -6.8509117e+01 -1.7421232e+01
  9.2861967e+00 -4.7290168e+00 -2.2626251e+01 -6.9201694e+00
 -5.7265301e+00  2.4862313e+00  4.1587896e+00 -1.8316109e+00
  1.2600593e+01  9.3037949e+00  4.7314310e+00  6.9411554e+00
  1.9395444e-01  4.0794411e+00  2.3993647e+00 -6.2301517e-01
 -5.1223636e+00 -1.0917631e+00 -9.6386909e+00 -4.7553849e+00
 -1.3948139e+00 -9.9946756e+00 -2.4218750e+00  1.6245451e+00
 -1.6138424e+00 -7.1775824e-01  2.1904151e+00  5.6819625e+00
  3.9968550e+00 -8.4210360e-01 -1.2482697e+00  3.7315125e+00
 -2.3887439e+00  3.8196616e+00  9.6408911e+00  3.9648533e+00]",yaman
"[-2.4873399e+02  1.9118797e+02 -6.2859058e+01 -2.1786470e+01
  1.5188393e+01 -8.5434399e+00 -2.4104866e+01 -5.9220395e+00
 -1.0038231e+01  4.7901874e+00  2.5579820e+00 -5.4158111e+00
  9.2205973e+00  6.4667912e+00  3.0326319e+00  9.2848521e-01
 -3.8420842e+00 -1.1043350e+00  3.4585601e-01 -2.4416492e+00
 -6.5284743e+00 -3.4070010e+00 -6.7416449e+00 -4.1774383e+00
  2.5599685e+00 -7.6400800e+00 -1.5349362e+00  2.9257953e+00
 -1.8442676e+00  3.6347565e-01  4.4859848e+00  9.4904375e+00
  6.7055974e+00  4.2686992e+00 -2.1879122e-01  1.5113780e+00
 -3.0032525e+00  2.4718943e+00  7.0605140e+00  4.7211843e+00]",yaman
"[-233.05074     198.99248     -61.474876    -27.841444      5.759675
   -4.2564864   -22.207335     -2.675481     -9.397028      4.5400414
    3.8656976    -5.384026      5.1612554     2.1574        1.6155012
    1.7653817    -3.2704592    -1.8579319    -3.799572     -1.8768984
   -5.100109     -3.9795275    -6.34762      -3.8324828     1.8674259
   -9.008733     -5.258292     -0.47261143   -1.9223917    -1.4009906
    5.2115726     9.908724      6.204973      4.973917      1.5054294
    2.681442     -2.621864      1.21671       4.2709594     3.0073504 ]",yaman
"[-261.98218    193.74873    -67.96966    -19.746248     6.1393704
   -2.0196114  -19.13419     -4.7025876   -6.423571     4.5069327
    7.468567    -2.2710695   11.504221     6.8860846    2.0294666
    5.79107     -1.4446017    3.5897717    2.9768093   -1.5888987
   -5.5279827    1.6823573   -9.040568    -5.051282    -0.7655828
   -7.7040195   -1.221586     4.1228127   -4.1971536   -1.2594838
   -0.6371363    3.835345     1.1793332   -4.5000396   -3.2488608
    0.4183695   -5.327523    -1.9553149    4.576979     2.505936 ]",yaman
"[-253.82033    186.3349     -72.15411    -22.434153     5.608581
   -5.2282314  -21.44659     -8.426468    -8.251344     4.290325
    5.334214    -2.6343064    9.458841     4.6386733    3.779639
    4.090822    -0.7982393    2.4540613    1.3719008   -2.0705907
   -4.982218    -1.1770425   -7.1565413   -1.1826491    3.2525027
   -6.781549    -2.121921     5.032583     2.0818121    5.9957685
    9.409386    15.145719    12.970164     5.9458017    2.2835772
    3.2481825   -4.1826653    1.2020414    8.519129     4.8093677]",yaman
"[-258.5677      187.30061     -71.89402     -19.682293     12.530508
   -5.8433137   -22.209307    -11.023653     -9.093254      4.8779697
    3.3766177    -1.6128196    12.710348      6.5871263     4.500558
    4.2860055    -1.2724737     1.1822809     2.5549335    -1.7781894
   -3.058567     -2.11451      -8.719639     -4.2022758    -0.67861927
  -10.627208     -3.807486      2.534493     -1.4921387     1.2075502
    3.6223297     9.393025      6.5169883     2.155967     -0.68582785
    1.612891     -3.4095936     1.1821251     8.386926      5.9748282 ]",yaman
"[-248.2046     184.80756    -37.806694    -7.535474    11.273304
   -7.859385   -22.1086      -7.078797    -8.972841     2.636732
   -5.3817506   -7.741792     3.6722364    5.396667     3.8007927
    7.040056    -4.061471     2.0980563   -1.7577808   -5.4435782
   -0.8908522   -1.6338661   -8.278377    -2.5108073    2.7103608
  -11.075048    -4.8156238   -3.708384    -4.6255693    2.9216213
    4.681161     6.4946084    7.3657885    2.0604005   -1.4608152
   -2.078601    -5.666084    -3.7026515   -0.5203395    1.1063974]",sarang
"[-2.2548453e+02  1.9100021e+02 -4.6244652e+01 -2.3790850e+01
 -1.7929810e+00 -3.9050093e+00 -2.6947622e+01 -5.4126406e+00
 -8.6396561e+00  1.7802048e+00  2.7915959e+00 -7.5113273e+00
 -1.2476410e+00  5.1064223e-01 -1.4337755e+00  4.8394451e+00
 -6.9826140e+00  2.7368393e+00 -8.8162535e-01 -7.2390647e+00
  2.3335724e+00 -3.1891626e-01 -7.9220486e+00  2.4270255e-02
  4.0811276e+00 -5.7728276e+00 -6.1925936e+00 -4.2032089e+00
 -4.8497334e+00 -2.2989936e+00  3.8296161e+00  4.3970118e+00
  4.9520941e+00  3.2442274e+00 -4.4529817e-01  1.3543490e-01
 -4.3086100e+00 -4.3601685e+00 -1.2320038e+00  3.1135085e-01]",sarang
"[-2.1526054e+02  1.6225613e+02 -4.0490406e+01  2.1854916e+01
  1.2804821e+01 -6.6822557e+00 -1.6342335e+01  5.0008316e+00
 -1.9210680e+01  2.4410737e+00 -3.4474957e+00 -7.1279635e+00
 -4.6678257e+00  4.9534922e+00  2.6207805e+00  1.5083647e+01
 -3.9848168e+00  4.6946826e+00 -1.2751968e+00 -5.7276630e+00
 -5.7435427e+00 -4.8955929e-01 -5.3782072e+00  1.6668034e+00
  4.3423109e+00 -5.3291969e+00 -7.5553107e+00 -6.6665373e+00
 -5.9041290e+00  5.1607270e+00  9.7695637e+00  6.2511973e+00
  3.2513573e+00  9.2488933e-01 -9.1116446e-01  1.5735964e+00
 -4.6552119e+00 -3.9504819e+00 -3.9032798e-02  4.0183158e+00]",sarang
"[-229.9463      171.30272     -29.21736     -19.01664      -0.6104343
   -3.9509046   -25.913311     -5.7036777    -5.504799      2.9840264
   -0.5745511    -9.108165      0.6558958     3.8112147     1.8751944
    3.8450983    -5.6469774     3.1107829    -5.3707566    -6.5321665
   -2.8008685    -3.5781524    -5.4339685     0.7699786     4.7661586
   -4.051415     -2.5136707    -0.5873879    -5.457832      0.32687917
    7.482183      8.543371      8.100257      3.786774     -2.3995423
   -0.7997142    -4.454638     -3.9959142    -2.5718155     0.6775807 ]",sarang
"[-2.5247095e+02  1.7908047e+02 -2.8019640e+01 -1.0899596e+01
  7.0305691e+00 -3.2305198e+00 -2.6378424e+01 -7.4120855e+00
 -9.9368925e+00  3.8212252e+00 -2.7778716e+00 -6.0728011e+00
  3.8300512e+00  4.6128054e+00  1.2089114e+00  5.8565516e+00
 -7.6811886e+00  3.8110182e+00 -5.1298647e+00 -7.0262809e+00
 -1.6396359e+00 -2.5344832e+00 -7.6631408e+00 -2.7573338e+00
  2.6350431e+00 -9.8097630e+00 -4.8129792e+00 -9.8018134e-01
 -4.6974759e+00  1.4544133e+00  4.7934432e+00  8.3978148e+00
  6.5988684e+00  4.0397239e+00 -1.5341109e-01  7.9099804e-01
 -6.6004024e+00 -2.8275149e+00 -1.0980206e+00  2.0866697e+00]",sarang
"[-214.08044     165.09894     -35.38007       9.212446      6.6750016
   -2.8518987   -14.645847     -0.3232518   -16.501432      6.119706
    1.7146443    -3.830799     -5.580639      3.5996416     1.2394282
   13.2241745    -5.2088547     8.536658     -2.0654626    -5.6900525
   -2.70258      -0.8171373    -8.570261      2.6406481    -0.45017633
   -4.840742     -7.4775662    -8.047015     -0.57348007    4.527988
    9.3988905     7.2261825     4.1816897     1.915381      1.2867343
    3.000762     -3.0344753    -2.6721127     2.206927      2.8878036 ]",sarang
"[-2.2098593e+02  1.9416542e+02 -4.5594208e+01 -2.6602890e+01
 -3.3431301e+00 -4.8566551e+00 -2.7084574e+01 -4.0137553e+00
 -4.8508239e+00  1.8948758e+00  1.5714715e+00 -7.1039009e+00
 -3.2339036e+00 -2.9418247e+00 -1.1571751e+00  5.9627080e+00
 -9.3535624e+00  5.8363104e+00 -3.2568908e+00 -9.0778036e+00
  5.3736359e-01 -3.6815634e+00 -1.0344003e+01 -1.2709774e+00
  1.9940338e+00 -7.1572890e+00 -6.3223863e+00 -5.1133018e+00
 -4.9276290e+00 -1.0039973e+00  2.9451041e+00  5.9210577e+00
  5.6899295e+00  2.4665825e+00  1.0477482e+00 -3.5009244e-01
 -6.1062284e+00 -4.5694633e+00 -1.5911453e+00  9.4123010e-04]",sarang
"[-2.26561600e+02  1.94025330e+02 -4.22818565e+01 -2.63873615e+01
 -2.17519671e-01 -1.03193369e+01 -2.11878586e+01 -5.92259741e+00
 -5.48819399e+00  5.00680351e+00  3.18846107e-01 -6.07179213e+00
  7.98493683e-01 -1.78539073e+00  1.08512364e-01  5.51866245e+00
 -4.45004797e+00  5.81807947e+00 -3.85661983e+00 -6.53008890e+00
  1.71696216e-01 -2.28789735e+00 -1.09614487e+01 -1.54412866e+00
  8.30637753e-01 -8.29841137e+00 -6.15709639e+00 -4.15512085e+00
 -4.70663881e+00  4.59251329e-02  4.13765574e+00  6.74534702e+00
  7.45116854e+00  3.67248178e+00  2.18128252e+00  1.50268269e+00
 -3.12989688e+00 -2.71870589e+00 -1.35151279e+00 -4.39369500e-01]",sarang
"[-2.0482014e+02  1.5310397e+02 -3.7905193e+01  1.4817737e+01
  3.7023513e+00  2.7982473e+00 -2.2865450e+01  2.0913465e+00
 -1.7690525e+01  6.3905854e+00  1.8009124e+00 -7.9761295e+00
 -5.9981670e+00  5.6045628e+00  5.8412838e+00  1.1437596e+01
 -1.1261595e-01  6.0997891e+00 -2.9693027e+00 -6.0653505e+00
 -1.9345193e+00 -2.8142507e+00 -1.3537505e+00  8.9019766e+00
  8.8621216e+00  2.8930829e+00 -8.1077547e+00 -9.7072601e+00
 -5.8194332e+00  2.6366847e+00  9.6373520e+00  5.8042421e+00
  1.5724738e+00 -1.7483889e+00 -8.8815737e-01  1.8377099e+00
 -1.3800590e+00 -5.0173993e+00 -3.6209295e+00  2.6233373e+00]",sarang
"[-2.5090878e+02  1.5249492e+02 -3.5745510e+01  7.3779941e+00
  5.7906981e+00  2.5876098e+00 -1.2496934e+01  1.4777524e+00
 -1.5141097e+01  2.8574746e+00  4.3419919e+00 -8.5596734e-01
 -4.9589629e+00  7.3119130e+00  3.9571335e+00  1.0492970e+01
 -2.6313295e+00  1.1826215e+01 -3.1333637e+00 -2.5050838e+00
 -2.3623111e+00 -3.2667074e+00 -9.8638525e+00 -9.1894835e-02
 -2.9962058e+00 -4.3877745e+00 -6.8092065e+00 -4.4026341e+00
  1.7713591e-01  6.2133222e+00  1.0618883e+01  8.8382759e+00
  5.6571722e+00  2.4698296e+00 -9.2241639e-01  1.9841346e+00
 -3.9205697e+00  3.1527659e-01  9.2866361e-01  4.3329096e+00]",sarang
